agent_id,startTime,endTime,latitude,longitude,duration
0,2024-01-01 00:00:00,2024-01-01 07:05:00,33.7709873091377,-84.41931896839743,425.0
0,2024-01-01 08:02:00,2024-01-01 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-01 13:22:00,2024-01-01 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-01 14:20:00,2024-01-01 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-01 19:34:00,2024-01-01 21:27:00,33.75943853292071,-84.35069974846857,113.0
0,2024-01-01 23:08:00,2024-01-02 06:55:00,33.770987309137595,-84.41931896839804,467.0
0,2024-01-02 06:57:00,2024-01-02 07:16:00,33.75485125592912,-84.41874120233115,19.0
0,2024-01-02 07:18:00,2024-01-03 06:55:00,33.770987309137354,-84.41931896839961,1417.0
0,2024-01-03 06:57:00,2024-01-03 07:16:00,33.75485125592912,-84.41874120233115,19.0
0,2024-01-03 07:18:00,2024-01-03 13:03:00,33.770987309137766,-84.41931896839743,345.0
0,2024-01-03 13:05:00,2024-01-03 13:24:00,33.75485125592912,-84.41874120233115,19.0
0,2024-01-03 13:26:00,2024-01-04 07:05:00,33.77098730913735,-84.4193189683997,1059.0
0,2024-01-04 08:02:00,2024-01-04 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-04 13:22:00,2024-01-04 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-04 14:20:00,2024-01-04 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-04 17:52:00,2024-01-05 05:35:00,33.77098730913744,-84.41931896839905,703.0
0,2024-01-05 08:02:00,2024-01-05 16:56:00,33.751783333875046,-84.3932772052719,534.0
0,2024-01-05 17:52:00,2024-01-06 07:05:00,33.77098730913742,-84.4193189683992,793.0
0,2024-01-06 08:02:00,2024-01-06 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-06 13:22:00,2024-01-06 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-06 14:20:00,2024-01-06 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-06 17:52:00,2024-01-07 07:05:00,33.7709873091374,-84.41931896839928,793.0
0,2024-01-07 08:02:00,2024-01-07 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-07 13:22:00,2024-01-07 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-07 14:20:00,2024-01-07 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-07 17:52:00,2024-01-08 06:28:00,33.77098730913742,-84.4193189683992,756.0
0,2024-01-08 08:02:00,2024-01-08 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-08 13:22:00,2024-01-08 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-08 14:20:00,2024-01-08 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-08 17:52:00,2024-01-09 05:36:00,33.77098730913759,-84.41931896839807,704.0
0,2024-01-09 07:18:00,2024-01-09 13:03:00,33.770987309137766,-84.41931896839743,345.0
0,2024-01-09 13:05:00,2024-01-09 13:24:00,33.75485125592912,-84.41874120233115,19.0
0,2024-01-09 13:26:00,2024-01-11 07:05:00,33.77098730913724,-84.41931896840036,2499.0
0,2024-01-11 08:02:00,2024-01-11 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-11 13:22:00,2024-01-11 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-11 14:20:00,2024-01-11 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-11 20:11:00,2024-01-12 07:05:00,33.77098730913747,-84.4193189683989,654.0
0,2024-01-12 08:02:00,2024-01-12 12:42:00,33.751783333875004,-84.39327720527183,280.0
0,2024-01-12 13:22:00,2024-01-12 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-12 14:20:00,2024-01-12 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-12 17:52:00,2024-01-13 07:05:00,33.770987309137475,-84.41931896839885,793.0
0,2024-01-13 08:02:00,2024-01-13 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-13 13:22:00,2024-01-13 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-13 14:20:00,2024-01-13 16:56:00,33.75178333387486,-84.39327720527159,156.0
0,2024-01-13 17:52:00,2024-01-14 07:05:00,33.7709873091374,-84.41931896839928,793.0
0,2024-01-14 08:02:00,2024-01-14 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-14 13:22:00,2024-01-14 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-14 15:05:00,2024-01-14 15:29:00,33.75178333387478,-84.39327720527126,24.0
0,2024-01-14 17:52:00,2024-01-15 07:05:00,33.7709873091374,-84.41931896839928,793.0
0,2024-01-15 08:02:00,2024-01-15 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-15 13:22:00,2024-01-15 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-15 14:20:00,2024-01-15 16:56:00,33.75178333387483,-84.39327720527154,156.0
0,2024-01-15 17:52:00,2024-01-16 06:55:00,33.770987309137524,-84.41931896839854,783.0
0,2024-01-16 06:57:00,2024-01-16 07:16:00,33.75485125592912,-84.41874120233115,19.0
0,2024-01-16 07:18:00,2024-01-16 13:03:00,33.770987309137766,-84.41931896839743,345.0
0,2024-01-16 13:05:00,2024-01-16 13:24:00,33.75485125592912,-84.41874120233115,19.0
0,2024-01-16 13:26:00,2024-01-17 01:35:00,33.77098730913743,-84.41931896839912,729.0
0,2024-01-17 07:18:00,2024-01-18 07:05:00,33.77098730913731,-84.41931896839989,1427.0
0,2024-01-18 08:02:00,2024-01-18 12:42:00,33.75178333387502,-84.39327720527184,280.0
0,2024-01-18 13:22:00,2024-01-18 13:41:00,33.75514764263703,-84.37010449105952,19.0
0,2024-01-18 14:20:00,2024-01-18 16:56:00,33.75178333387486,-84.39327720527159,156.0
